date,mag,depth,prov,prov_enco,kmeans,kmedoids
Nov,2.5,10,MALUKU,1,2,4
Nov,3.1,10,MALUKU,1,2,4
Nov,4.7,51,PAPUA,2,0,3
Nov,3.0,26,SULUT,3,0,3
Nov,3.8,132,SULUT,3,0,0
Nov,2.6,188,NTT,4,0,0
Nov,3.6,10,MALUKU,1,1,1
Nov,4.6,10,MALUT,5,1,2
Nov,3.8,10,SULSEL,6,1,1
Nov,3.2,42,SULUT,3,0,0
Nov,3.9,143,NTT,4,0,0
Nov,2.6,10,GORONTALO,7,2,4
Nov,2.6,81,GORONTALO,7,0,0
Nov,2.4,13,ACEH,8,2,3
Nov,2.7,11,SUMUT,9,2,4
Nov,3.9,19,LAMPUNG,10,2,3
Nov,5.1,61,PAPUA,2,0,0
Nov,2.4,10,SULBAR,11,2,4
Nov,2.4,85,SULTENG,12,0,0
Nov,3.2,89,SULUT,3,0,0
Nov,3.7,10,ACEH,8,1,1
Nov,2.7,21,JABAR,13,0,3
Nov,2.9,12,NTB,14,2,4
Nov,3.0,10,MALUKU,1,2,4
Nov,2.3,104,NTT,4,0,0
Nov,2.5,26,SULUT,3,0,3
Nov,3.2,119,MALUT,5,0,0
Nov,3.9,144,NTT,4,0,0
Nov,4.3,209,MALUKUBRTDAYA,15,0,0
Nov,3.1,10,SULUT,3,2,4
Nov,3.2,10,MALUKU,1,2,4
Nov,4.0,10,MALUKU,1,1,1
Nov,4.1,10,MALUT,5,1,1
Nov,4.4,163,NTT,4,0,0
Nov,2.3,14,JABAR,13,0,3
Nov,2.2,10,MALUKU,1,2,4
Nov,3.3,10,MALUT,5,2,1
Nov,3.4,299,GORONTALO,7,0,0
Nov,3.5,10,SULSEL,6,1,1
Nov,4.6,10,MALUT,5,1,2
Nov,5.0,10,MALUT,5,1,2
Nov,4.9,10,MALUT,5,1,2
Nov,4.7,175,PAPUA,2,0,0
Nov,3.4,66,MALUT,5,0,0
Nov,2.5,10,SULSEL,6,2,4
Nov,3.4,10,ACEH,8,2,1
Nov,3.4,10,MALUKU,1,2,1
Nov,2.6,16,MALUKU,1,0,3
Nov,2.4,10,NTT,4,2,4
Nov,2.8,10,MALUKU,1,2,4
Nov,3.2,10,MALUT,5,2,4
Nov,4.5,207,MALUT,5,0,0
Nov,3.4,16,NTT,4,2,4
Nov,3.3,10,NTT,4,2,1
Nov,4.3,10,PAPUA,2,1,2
Nov,2.5,31,GORONTALO,7,0,0
Nov,3.2,41,NTT,4,0,0
Nov,3.5,22,NTT,4,0,3
Nov,3.0,21,NTT,4,0,3
Nov,2.9,10,PAPUA,2,2,4
Nov,4.3,14,PAPUA,2,2,4
Nov,2.8,41,SULTENG,12,0,0
Nov,3.9,22,SULTENG,12,2,3
Nov,2.3,163,NTT,4,0,0
Nov,3.1,23,NTT,4,0,3
Nov,3.4,121,MALUT,5,0,0
Nov,3.1,10,SULBAR,11,2,4
Nov,3.9,13,NTB,14,2,4
Nov,3.1,51,NTT,4,0,0
Nov,3.6,272,MALUKUTENGAH,16,0,0
Nov,3.0,14,SULBAR,11,2,4
Nov,2.8,21,NTT,4,0,3
Nov,2.5,12,BANTEN,17,2,3
Nov,3.7,10,SULUT,3,1,1
Nov,4.3,175,MALUKUTENGGARABRT,18,0,0
Nov,3.5,21,MALUT,5,2,3
Nov,5.2,132,MALUT,5,0,0
Nov,4.7,132,MALUT,5,0,0
Nov,3.1,21,NTT,4,0,3
Nov,3.6,10,JABAR,13,1,1
Nov,3.0,50,NTT,4,0,0
Nov,1.8,104,DIY,19,0,0
Nov,3.2,12,PAPUA,2,2,4
Nov,3.2,16,BANTEN,17,2,3
Nov,3.6,69,SULTENG,12,0,0
Nov,4.4,10,NTT,4,1,2
Nov,3.5,10,SULBAR,11,1,1
Nov,3.7,45,NTT,4,0,0
Nov,3.0,154,NTT,4,0,0
Nov,3.1,10,JABAR,13,2,4
Nov,2.8,17,PAPUA,2,2,3
Nov,3.3,10,BANTEN,17,2,1
Nov,3.7,153,GORONTALO,7,0,0
Nov,3.4,223,NTB,14,0,0
Nov,4.3,10,MALUKUBRTDAYA,15,1,2
Nov,2.8,10,PAPUA,2,2,4
Nov,2.5,238,GORONTALO,7,0,0
Nov,3.8,31,SULUT,3,0,3
Nov,3.1,10,PAPUA,2,2,4
Nov,2.9,85,MALUT,5,0,0
Nov,2.4,16,SULTENG,12,0,3
Nov,4.6,130,SULUT,3,0,0
Nov,2.3,5,SULTENG,12,1,2
Nov,3.4,99,SULUT,3,0,0
Nov,2.0,5,SULTENG,12,1,1
Nov,4.6,5,PAPUA,2,1,2
Nov,3.1,27,SULUT,3,0,3
Nov,2.1,5,NTT,4,1,1
Nov,3.4,534,MALUT,5,0,0
Nov,3.0,5,PAPUABRT,20,1,2
Nov,2.4,153,NTB,14,0,0
Nov,2.5,18,GORONTALO,7,0,3
Nov,4.8,148,PAPUA,2,0,0
Nov,2.8,15,SUMUT,9,2,3
Nov,3.3,19,PAPUA,2,2,3
Nov,3.3,10,MALUKU,1,2,1
Nov,2.6,5,PAPUABRT,20,1,2
Nov,2.6,5,SULTENG,12,1,2
Nov,3.8,142,GORONTALO,7,0,0
Nov,3.3,205,MALUT,5,0,0
Nov,2.8,10,SULSEL,6,2,4
Nov,2.8,102,GORONTALO,7,0,0
Nov,3.6,19,JABAR,13,2,3
Nov,3.7,73,MALUKU,1,0,0
Nov,3.4,21,MALUKU,1,0,3
Nov,3.7,32,MALUKU,1,0,3
Nov,3.2,10,MALUKU,1,2,4
Nov,3.9,10,SUMBAR,21,1,1
Nov,2.3,52,NTT,4,0,0
Nov,2.8,150,MALUKU,1,0,0
Nov,3.9,10,MALUKUTENGGARABRT,18,1,1
Nov,2.6,102,GORONTALO,7,0,0
Nov,3.3,111,PAPUA,2,0,0
Nov,4.2,127,MALUKUBRTDAYA,15,0,0
Nov,3.6,138,MALUKUBRTDAYA,15,0,0
Nov,4.6,10,SULUT,3,1,2
Nov,3.5,16,NTT,4,2,4
Nov,3.0,11,SULUT,3,2,4
Nov,4.2,148,MALUKUTENGGARABRT,18,0,0
Nov,2.7,10,MALUT,5,2,4
Nov,3.3,11,NTT,4,2,4
Nov,3.7,10,NTT,4,1,1
Nov,4.8,77,MALUKUTENGGARA,22,0,0
Nov,2.3,12,NTB,14,2,3
Nov,2.5,69,GORONTALO,7,0,0
Nov,2.5,10,NTT,4,2,4
Nov,2.2,27,NTT,4,0,0
Nov,2.4,45,NTT,4,0,0
Nov,2.5,13,NTB,14,2,3
Nov,2.7,504,NTT,4,0,0
Nov,2.6,55,ACEHBARAT,23,0,0
Nov,2.7,19,NTT,4,0,3
Nov,4.2,69,GORONTALO,7,0,0
Nov,4.1,18,JABAR,13,2,4
Nov,2.9,17,NTT,4,2,3
Nov,3.8,20,NTT,4,2,3
Nov,3.3,10,NTT,4,2,1
Nov,3.9,197,MALUKUTENGGARABRT,18,0,0
Nov,4.2,15,NTT,4,2,4
Nov,2.9,90,NTT,4,0,0
Nov,3.6,10,NTT,4,1,1
Nov,2.9,10,NTT,4,2,4
Nov,3.9,15,NTT,4,2,4
Nov,4.0,14,PAPUA,2,2,4
Nov,3.7,10,SULUT,3,1,1
Nov,2.7,10,BALI,24,2,4
Nov,3.0,25,NTT,4,0,3
Nov,3.5,31,SULUT,3,0,3
Nov,2.2,10,PAPUA,2,2,4
Nov,2.2,26,NTT,4,0,0
Nov,4.2,10,SULUT,3,1,1
Nov,1.8,16,NTT,4,0,3
Nov,3.6,31,SUMBAR,21,0,3
Nov,2.6,10,MALUKU,1,2,4
Nov,2.7,10,MALUKU,1,2,4
Nov,3.2,13,PAPUA,2,2,4
Nov,2.9,21,SULTRA,25,0,3
Nov,3.2,10,ACEH,8,2,4
Nov,3.8,59,MALUKUBRTDAYA,15,0,0
Nov,4.4,69,SULUT,3,0,0
Nov,2.1,5,SULTRA,25,1,1
Nov,4.8,156,SULUT,3,0,0
Nov,2.8,14,GORONTALO,7,2,3
Nov,3.1,24,NTB,14,0,3
Nov,2.3,23,PAPUA,2,0,3
Nov,3.8,11,MALUT,5,2,1
Nov,2.1,13,PAPUA,2,0,3
Nov,4.2,10,GORONTALO,7,1,1
Nov,2.4,222,MALUKUTENGAH,16,0,0
Nov,3.9,10,MALUKUTENGGARABRT,18,1,1
Nov,2.8,90,GORONTALO,7,0,0
Nov,4.4,195,MALUKUTENGGARABRT,18,0,0
Nov,3.1,13,NTB,14,2,4
Nov,2.6,10,JABAR,13,2,4
Nov,3.1,12,NTB,14,2,4
Nov,3.9,10,MALUT,5,1,1
Nov,3.1,10,MALUKU,1,2,4
Nov,2.8,22,NTT,4,0,3
Nov,5.0,17,SULUT,3,2,4
Nov,4.9,28,SULUT,3,2,3
Nov,2.2,10,ACEH,8,2,4
Nov,3.2,15,NTB,14,2,4
Nov,3.1,10,MALUKUTENGAH,16,2,4
Nov,3.7,18,NTB,14,2,3
Nov,4.1,10,MALUKUBRTDAYA,15,1,1
Nov,3.4,22,BANTEN,17,0,3
Nov,3.1,10,GORONTALO,7,2,4
Nov,3.8,10,MALUKUTENGGARABRT,18,1,1
Nov,4.2,10,MALUKUTENGGARABRT,18,1,1
Nov,3.2,89,MALUT,5,0,0
Nov,3.3,26,MALUT,5,0,3
Nov,3.1,104,MALUT,5,0,0
Nov,6.6,109,MALUT,5,0,0
Nov,6.1,116,MALUT,5,0,0
Nov,5.0,61,PAPUA,2,0,0
Nov,4.0,16,NTT,4,2,4
Nov,3.6,10,JATIM,26,1,1
Nov,3.6,25,ACEH,8,0,3
Nov,2.1,10,SULTENG,12,2,4
Nov,3.2,10,MALUKU,1,2,4
Nov,3.2,14,SULUT,3,2,4
Nov,2.4,22,ACEHSELATAN,27,0,3
Nov,3.5,26,SULUT,3,0,3
Nov,3.4,52,SUMUT,9,0,0
Nov,2.6,49,BENGKULU,28,0,0
Nov,5.5,10,PAPUA,2,1,2
Nov,5.5,10,PAPUA,2,1,2
Nov,2.8,10,PAPUA,2,2,4
Nov,3.3,13,PAPUA,2,2,4
Nov,3.7,48,SULTENG,12,0,0
Nov,3.3,19,BENGKULU,28,2,3
Nov,3.1,20,ACEHSINGKIL,29,0,3
Nov,2.9,16,SULTENG,12,2,3
Nov,2.6,21,GORONTALO,7,0,3
Nov,4.1,10,MALUKU,1,1,1
Nov,4.5,218,SULUT,3,0,0
Nov,5.3,21,SULUT,3,2,4
Nov,5.2,18,SULUT,3,2,4
Nov,2.2,10,NTT,4,2,4
Nov,2.2,10,MALUT,5,2,4
Nov,3.4,29,GORONTALO,7,0,3
Nov,2.9,45,BANTEN,17,0,0
Nov,4.4,10,MALUKUTENGGARABRT,18,1,2
Nov,3.2,10,MALUT,5,2,4
Nov,3.2,28,NTT,4,0,3
Nov,3.8,214,MALUKUTENGAH,16,0,0
Nov,3.2,33,BENGKULU,28,0,3
Nov,2.3,10,NTT,4,2,4
Nov,3.8,10,MALUKU,1,1,1
Nov,2.6,11,JABAR,13,2,4
Nov,2.4,179,GORONTALO,7,0,0
Nov,5.3,10,SULUT,3,1,2
Nov,3.8,15,PAPUA,2,2,4
Nov,3.1,102,SULUT,3,0,0
Nov,4.4,81,SULUT,3,0,0
Nov,2.2,30,SULTENG,12,0,0
Nov,4.1,388,NTT,4,0,0
Nov,3.0,19,JATIM,26,0,3
Nov,4.4,10,JATIM,26,1,2
Nov,3.6,13,MALUKU,1,2,4
Nov,4.6,10,MALUKU,1,1,2
Nov,2.5,90,MALUKU,1,0,0
Nov,3.3,19,JABAR,13,2,3
Nov,2.9,32,GORONTALO,7,0,3
Nov,3.6,31,NTT,4,0,3
Nov,3.6,10,SULTENG,12,1,1
Nov,3.2,155,SUMUT,9,0,0
Nov,3.0,11,SULTRA,25,2,4
Nov,3.8,158,MALUKUBRTDAYA,15,0,0
Nov,5.1,214,SULUT,3,0,0
Nov,3.5,10,PAPUA,2,1,1
Nov,4.0,112,GORONTALO,7,0,0
Nov,3.5,10,JABAR,13,1,1
Nov,4.7,15,SULUT,3,2,4
Nov,4.0,10,MALUKUTENGGARABRT,18,1,1
Nov,4.4,10,SULTENG,12,1,2
Nov,2.1,38,BANTEN,17,0,0
Nov,3.9,163,MALUKUTENGGARABRT,18,0,0
Nov,3.5,10,MALUKUTENGGARABRT,18,1,1
Nov,2.9,10,NTT,4,2,4
Nov,2.5,10,MALUKU,1,2,4
Nov,3.4,49,JATENG,30,0,0
Nov,2.7,10,MALUKU,1,2,4
Nov,3.6,10,SULTENG,12,1,1
Nov,3.7,214,MALUKUTENGAH,16,0,0
Nov,4.7,175,MALUKUTENGAH,16,0,0
Nov,4.4,147,SULUT,3,0,0
Nov,2.1,75,JABAR,13,0,0
Nov,2.8,76,GORONTALO,7,0,0
Nov,5.0,20,SUMBAR,21,2,4
Nov,2.9,10,SULTENG,12,2,4
Nov,2.2,179,NTT,4,0,0
Nov,4.0,10,SULUT,3,1,1
Nov,4.2,10,PAPUA,2,1,1
Nov,4.1,530,NTT,4,0,0
Nov,4.6,46,SULUT,3,0,3
Nov,3.8,49,SULUT,3,0,0
Nov,4.2,10,MALUKU,1,1,1
Nov,2.8,111,NTB,14,0,0
Nov,3.1,5,SULSEL,6,1,2
Nov,5.2,21,JABAR,13,2,4
Nov,5.4,24,JABAR,13,2,4
Nov,2.5,10,SULTENG,12,2,4
Nov,4.2,27,SULUT,3,0,3
Nov,3.0,69,GORONTALO,7,0,0
Nov,3.8,72,SULUT,3,0,0
Nov,3.9,10,SULSEL,6,1,1
Nov,3.0,28,SULTRA,25,0,3
Nov,3.3,10,PAPUA,2,2,1
Nov,3.1,10,ACEH,8,2,4
Nov,3.3,73,SUMUT,9,0,0
Nov,3.8,349,MALUKU,1,0,0
Nov,3.4,11,SULUT,3,2,4
Nov,3.3,14,PAPUA,2,2,4
Nov,3.9,228,MALUT,5,0,0
Nov,4.2,46,SULUT,3,0,3
Nov,4.1,50,SULUT,3,0,0
Nov,6.9,44,SULUT,3,0,3
Nov,3.3,10,SUMBAR,21,2,1
Nov,5.1,10,TANIMBAR,31,1,2
Nov,5.1,10,MALUKUTENGGARABRT,18,1,2
Nov,2.6,10,NTB,14,2,4
Nov,3.5,72,SULUT,3,0,0
Nov,3.4,10,LAMPUNG,10,2,1
Nov,3.7,73,SULUT,3,0,0
Nov,5.2,22,PAPUA,2,2,4
Nov,5.2,22,PAPUA,2,2,4
Nov,4.4,47,MALUKUBRTDAYA,15,0,3
Nov,3.0,21,SUMUT,9,0,3
Nov,2.4,21,BALI,24,0,3
Nov,3.3,10,SULTENG,12,2,1
Nov,2.3,34,BENGKULUTENGAH,32,0,0
Nov,3.4,107,PAPUA,2,0,0
Nov,2.9,10,PAPUABRT,20,2,4
Nov,4.3,22,BENGKULU,28,2,3
Nov,3.8,106,MALUKUTENGGARA,22,0,0
Nov,3.0,113,GORONTALO,7,0,0
Nov,3.3,10,ACEH,8,2,1
Nov,3.6,22,SULUT,3,0,3
Nov,3.5,28,ACEHJAYA,33,0,3
Nov,4.0,10,MALUKUTENGGARABRT,18,1,1
Nov,2.4,10,NTB,14,2,4
Nov,4.7,35,NTT,4,0,3
Nov,3.1,15,NTB,14,2,3
Nov,3.2,138,GORONTALO,7,0,0
Nov,3.8,85,SULUT,3,0,0
Nov,3.2,10,MALUKU,1,2,4
Nov,2.6,13,NTB,14,2,3
Nov,5.1,127,PAPUAPGNGN,34,0,0
Nov,5.3,126,PAPUA,2,0,0
Nov,4.1,10,MALUKUTENGGARABRT,18,1,1
Nov,3.5,10,SULBAR,11,1,1
Nov,2.8,10,NTT,4,2,4
Nov,3.5,27,SULUT,3,0,3
Nov,6.2,307,SULUT,3,0,0
Nov,6.2,294,SULUT,3,0,0
Nov,3.5,10,JATIM,26,1,1
Nov,2.4,148,SUMUT,9,0,0
Nov,3.0,750,MALUKU,1,0,0
Nov,3.4,10,SULUT,3,2,1
Nov,3.7,10,PAPUABRT,20,1,1
Nov,3.1,10,MALUT,5,2,4
Nov,4.3,112,MALUKUTENGGARABRT,18,0,0
Nov,3.1,69,MALUT,5,0,0
Nov,4.2,70,NTT,4,0,0
Nov,3.1,16,GORONTALO,7,2,3
Nov,3.6,10,MALUT,5,1,1
Nov,3.4,10,MALUKU,1,2,1
Nov,3.0,35,NTB,14,0,0
Nov,3.9,10,SULTENG,12,1,1
Nov,4.7,26,BENGKULUUTARA,35,2,3
Nov,3.0,10,NTT,4,2,4
Nov,3.2,23,BALI,24,0,3
Nov,4.9,10,MALUKUTENGGARABRT,18,1,2
Nov,3.2,57,JABAR,13,0,0
Nov,2.8,10,JATIM,26,2,4
Nov,3.0,15,SULTENG,12,2,3
Nov,4.0,10,BALI,24,1,1
Nov,3.1,10,JABAR,13,2,4
Nov,2.8,23,NTT,4,0,3
Nov,2.6,10,NTT,4,2,4
Nov,3.6,27,SULUT,3,0,3
Nov,2.9,10,NTB,14,2,4
Nov,3.8,10,SULUT,3,1,1
Nov,3.9,10,BALI,24,1,1
Nov,2.8,10,NTT,4,2,4
Nov,3.1,88,NTB,14,0,0
Nov,5.9,17,PAPUA,2,2,1
Nov,4.3,15,SULUT,3,2,4
Nov,4.7,229,SULUT,3,0,0
Nov,4.5,10,BALI,24,1,2
Nov,4.2,384,MALUKU,1,0,0
Nov,3.3,73,SULUT,3,0,0
Nov,5.9,10,PAPUA,2,1,2
Nov,3.6,10,MALUKUBRTDAYA,15,1,1
Nov,4.2,20,BENGKULU,28,2,4
Nov,2.8,10,NTT,4,2,4
Nov,2.6,10,GORONTALO,7,2,4
Nov,3.5,19,BANTEN,17,2,3
Nov,5.2,10,TANIMBAR,31,1,2
Nov,5.3,10,MALUKUTENGGARABRT,18,1,2
Nov,3.5,25,ACEH,8,0,3
Nov,5.4,53,PAPUA,2,0,3
Nov,4.3,10,PAPUA,2,1,2
Nov,3.5,10,NTT,4,1,1
Nov,2.8,51,NTT,4,0,0
Nov,3.1,57,NTT,4,0,0
Nov,4.3,10,MALUT,5,1,2
Nov,2.6,10,NTT,4,2,4
Nov,5.5,10,SULUT,3,1,2
Nov,5.2,10,SULUT,3,1,2
Nov,2.0,34,ACEHJAYA,33,0,0
Nov,3.7,10,MALUKUTENGGARABRT,18,1,1
Nov,4.3,10,MALUKUTENGGARABRT,18,1,2
Nov,4.3,56,SULTENG,12,0,0
Nov,4.2,14,SUMUT,9,2,4
Nov,3.7,10,PAPUABRT,20,1,1
Nov,4.1,14,PAPUA,2,2,4
Nov,2.4,16,NTT,4,0,3
Nov,2.1,10,MALUKUTENGAH,16,2,4
Nov,3.0,750,GORONTALO,7,0,0
Nov,3.3,91,MALUKUTENGAH,16,0,0
Nov,3.3,26,PAPUABRT,20,0,3
Nov,4.2,10,JATIM,26,1,1
Nov,3.5,134,PAPUA,2,0,0
Nov,4.4,86,PAPUA,2,0,0
Nov,4.7,10,PAPUA,2,1,2
Nov,3.5,224,MALUT,5,0,0
Nov,4.1,10,KALSEL,36,1,1
Nov,4.4,10,NTT,4,1,2
Nov,3.6,10,PAPUABRT,20,1,1
Nov,4.2,104,SULUT,3,0,0
Nov,5.8,24,PAPUA,2,2,4
Nov,5.8,24,PAPUA,2,2,4
Nov,3.0,10,SULBAR,11,2,4
Nov,2.6,10,SULTRA,25,2,4
Nov,3.8,10,ACEHTIMUR,37,1,1
Nov,3.4,17,PAPUA,2,2,3
Nov,3.0,92,GORONTALO,7,0,0
Nov,3.6,132,SUMUT,9,0,0
Nov,5.0,10,MALUKUTENGGARABRT,18,1,2
Nov,3.1,113,MALUT,5,0,0
Nov,4.9,108,PAPUA,2,0,0
Nov,3.1,10,PAPUA,2,2,4
Nov,2.9,151,NTT,4,0,0
Nov,3.9,10,PAPUA,2,1,1
Nov,3.5,10,MALUKUTENGGARABRT,18,1,1
Nov,4.2,10,SULSEL,6,1,1
Nov,3.2,25,BALI,24,0,3
Nov,3.6,18,BALI,24,2,3
Nov,4.1,10,MALUKUTENGGARABRT,18,1,1
Nov,4.0,31,BENGKULU,28,0,3
Nov,3.3,163,NTT,4,0,0
Nov,2.9,10,ACEH,8,2,4
Nov,3.3,134,GORONTALO,7,0,0
Nov,4.1,10,MALUKUTENGGARABRT,18,1,1
Nov,4.1,108,MALUKUTENGGARABRT,18,0,0
Nov,3.4,10,SULTRA,25,2,1
Nov,5.4,34,NTT,4,0,3
Nov,5.5,42,NTT,4,0,3
Nov,4.4,10,MALUKUTENGGARABRT,18,1,2
Nov,2.3,10,SULSEL,6,2,4
Nov,3.5,86,SULUT,3,0,0
Nov,3.7,90,NTB,14,0,0
Nov,3.7,10,MALUKUTENGGARABRT,18,1,1
Nov,3.7,305,MALUKU,1,0,0
Nov,4.1,10,BENGKULUUTARA,35,1,1
Nov,4.6,10,NTT,4,1,2
Nov,3.5,94,MALUKUBRTDAYA,15,0,0
Nov,4.6,10,MALUKUTENGGARABRT,18,1,2
Nov,3.1,10,NTT,4,2,4
Nov,4.3,10,MALUKUTENGGARABRT,18,1,2
Nov,4.2,10,MALUKUTENGGARABRT,18,1,1
Nov,3.3,31,SUMBAR,21,0,3
Nov,3.8,77,MALUKUTENGGARABRT,18,0,0
Nov,3.2,15,SULUT,3,2,4
Nov,3.8,10,MALUKU,1,1,1
Nov,4.1,10,MALUKUTENGGARABRT,18,1,1
Nov,2.9,50,NTT,4,0,0
Nov,3.3,222,MALUT,5,0,0
Nov,2.6,12,JABAR,13,2,4
Nov,2.6,23,JABAR,13,0,3
Nov,2.9,107,SUMUT,9,0,0
Nov,4.0,10,SULUT,3,1,1
Nov,2.8,158,NTT,4,0,0
Nov,4.0,10,MALUKUTENGGARABRT,18,1,1
Nov,3.7,10,MALUKU,1,1,1
Nov,3.3,10,PAPUABRT,20,2,1
Nov,4.6,251,NTT,4,0,0
Nov,5.9,127,TANIMBAR,31,0,0
Nov,5.8,127,MALUKUTENGGARABRT,18,0,0
Nov,3.4,10,SUMUT,9,2,1
Nov,4.1,10,MALUKUTENGGARABRT,18,1,1
Nov,4.8,10,PAPUA,2,1,2
Nov,4.2,38,BENGKULU,28,0,3
Nov,3.8,750,MALUKUTENGAH,16,0,0
Nov,4.6,10,MALUKUTENGGARABRT,18,1,2
Nov,4.1,170,MALUKUTENGGARABRT,18,0,0
Nov,3.8,10,SUMUT,9,1,1
Nov,4.7,750,MALUKUBRTDAYA,15,0,0
Nov,3.6,10,MALUKU,1,1,1
Nov,3.4,10,MALUKUTENGGARABRT,18,2,1
Nov,3.7,10,MALUKUTENGGARABRT,18,1,1
Nov,3.6,31,MALUKUTENGGARABRT,18,0,3
Nov,4.9,10,MALUKUTENGGARABRT,18,1,2
Nov,5.5,10,MALUKUTENGGARABRT,18,1,2
Nov,5.3,10,TANIMBAR,31,1,2
Nov,5.4,10,MALUKUTENGGARABRT,18,1,2
Nov,5.3,10,TANIMBAR,31,1,2
Nov,5.3,10,MALUKUTENGGARABRT,18,1,2
Nov,5.3,10,MALUKUTENGGARABRT,18,1,2
Nov,5.1,10,MALUKUTENGGARABRT,18,1,2
Nov,5.2,10,TANIMBAR,31,1,2
Nov,5.3,10,MALUKUTENGGARABRT,18,1,2
Nov,4.8,10,MALUKUTENGGARABRT,18,1,2
Nov,6.0,78,MALUKUTENGGARABRT,18,0,0
Nov,6.2,10,TANIMBAR,31,1,2
Nov,4.3,10,MALUKUTENGGARABRT,18,1,2
Nov,2.7,10,SULUT,3,2,4
Nov,3.8,10,MALUKUTENGGARABRT,18,1,1
Nov,3.9,11,PAPUABRT,20,1,1
Nov,3.5,11,LAMPUNG,10,2,4
Nov,4.8,120,MALUKUTENGGARABRT,18,0,0
Nov,3.6,10,MALUKUTENGGARABRT,18,1,1
Nov,4.2,10,MALUKUTENGGARABRT,18,1,1
Nov,4.0,10,MALUKUTENGGARABRT,18,1,1
Nov,3.9,88,PAPUA,2,0,0
Nov,4.1,10,MALUKUTENGGARABRT,18,1,1
Nov,3.0,79,NTT,4,0,0
Nov,4.9,10,MALUKUTENGGARABRT,18,1,2
Nov,4.7,10,MALUKUTENGGARABRT,18,1,2
Nov,4.5,10,MALUKUTENGGARABRT,18,1,2
Nov,4.4,10,MALUKUTENGGARABRT,18,1,2
Nov,2.5,10,PAPUABRT,20,2,4
Nov,3.3,10,SUMUT,9,2,1
Nov,4.4,28,PAPUA,2,0,3
Nov,2.2,74,JABAR,13,0,0
Nov,2.7,10,MALUT,5,2,4
Nov,2.9,22,MALUKUTENGAH,16,0,3
Nov,3.0,105,NTT,4,0,0
Nov,4.4,10,MALUKUTENGGARABRT,18,1,2
Nov,4.0,10,MALUKUTENGGARABRT,18,1,1
Nov,2.5,23,MALUKUTENGAH,16,0,3
Nov,2.8,159,NTT,4,0,0
Nov,2.0,104,NTB,14,0,0
Nov,4.5,10,MALUKUTENGAH,16,1,2
Nov,3.4,10,NTT,4,2,1
Nov,4.7,10,MALUKUTENGGARABRT,18,1,2
Nov,5.8,114,MALUKUTENGGARABRT,18,0,0
Nov,6.0,121,TANIMBAR,31,0,0
Nov,4.6,10,MALUKUTENGGARABRT,18,1,2
Nov,4.2,534,MALUKUBRTDAYA,15,0,0
Nov,2.6,101,NTT,4,0,0
Nov,4.3,10,MALUKU,1,1,2
Nov,4.0,10,MALUKUTENGGARABRT,18,1,1
Nov,4.5,135,MALUT,5,0,0
Nov,3.5,10,SUMUT,9,1,1
Nov,3.6,171,MALUKUBRTDAYA,15,0,0
Nov,4.4,10,MALUKUTENGGARABRT,18,1,2
Nov,3.0,45,MALUT,5,0,0
Nov,3.2,10,MALUKU,1,2,4
Nov,2.6,10,MALUT,5,2,4
Nov,2.7,10,MALUKU,1,2,4
Nov,3.6,10,SUMUT,9,1,1
Nov,2.7,161,NTT,4,0,0
Nov,4.7,10,MALUKUTENGGARABRT,18,1,2
Nov,2.2,38,SULTRA,25,0,0
Nov,3.7,10,MALUKUTENGGARABRT,18,1,1
Nov,3.3,10,SULTRA,25,2,1
Nov,4.3,10,MALUKU,1,1,2
Nov,3.6,10,MALUKUTENGGARABRT,18,1,1
Nov,2.3,10,NTT,4,2,4
Nov,2.4,10,MALUKUTENGAH,16,2,4
Nov,2.4,100,NTB,14,0,0
Nov,3.7,17,MALUT,5,2,4
Nov,4.5,118,MALUKUTENGGARABRT,18,0,0
Nov,3.4,57,SUMUT,9,0,0
Nov,4.5,10,MALUKUTENGGARABRT,18,1,2
Nov,3.5,10,MALUKUTENGGARABRT,18,1,1
Nov,3.6,10,ACEH,8,1,1
Nov,5.3,10,MALUKU,1,1,2
Nov,5.3,10,MALUKU,1,1,2
Nov,3.8,68,NTT,4,0,0
Nov,3.6,10,PAPUA,2,1,1
Nov,4.1,10,MALUKUTENGGARABRT,18,1,1
Nov,3.1,28,BANTEN,17,0,3
Nov,3.8,10,MALUKUBRTDAYA,15,1,1
Nov,2.6,25,NTB,14,0,3
Nov,3.8,131,SULUT,3,0,0
Nov,4.3,147,MALUKUTENGGARA,22,0,0
Nov,3.4,197,SUMUT,9,0,0
Nov,3.0,10,SULUT,3,2,4
Nov,4.1,10,MALUKUTENGGARABRT,18,1,1
Nov,3.4,15,MALUKU,1,2,4
Nov,2.8,15,NTB,14,2,3
Nov,2.6,72,NTT,4,0,0
Nov,2.6,12,MALUKUTENGAH,16,2,4
Nov,3.6,10,MALUKUTENGGARABRT,18,1,1
Nov,4.0,10,MALUKUTENGGARABRT,18,1,1
Nov,4.2,10,MALUKU,1,1,1
Nov,3.4,10,PAPUA,2,2,1
Nov,4.0,10,MALUKU,1,1,1
Nov,4.2,10,MALUKUTENGGARABRT,18,1,1
Nov,4.3,10,MALUKUTENGGARABRT,18,1,2
Nov,3.8,10,MALUKUTENGGARABRT,18,1,1
Nov,2.7,10,SULTENG,12,2,4
Nov,2.9,10,PAPUABRT,20,2,4
Nov,4.8,10,MALUKU,1,1,2
